review,sentiment
"Demer Daves,is a wonderful director when it comes to westerns and ""broken arrow"" remains in everybody's mind.As far as melodrama is concerned,he should leave that to knowing people like Vincente Minelli,George Cukor or the fabulous Douglas Sirk. The screenplay is so predictable that you will not be surprised once while you are watching such a tepid weepie.Natalie Wood 's character was inspired by Fannie Hurst's ""imitation of life"" (see Stahl and Sirk),but who could believe she's a black man's daughter anyway?Susan Kohner was more credible in ""imitation of life"")and Sinatra and Curtis are given so stereotyped parts that they cannot do anything with them:the poor officer,and the wealthy good-looking -and mean- sergeant.Guess whom will Natalie fall in love with?France is shown as a land of tolerance ,where interracial unions are warmly welcome.At the time(circa 1944) it was dubious,it still is for narrow-minded people you can find here there and everywhere.",0
"Despite the mysteriously positive reviews and high rating, this is an awful movie. Awful enough, that l feel obligated to warn you how bad it is. <br /><br />The movie is set in the final period of the Raj, during the time of India's fight for independence. What follows in the ridiculous plot just fills me with disbelief. What the characters do and how they behave just does not persuade me that the characters exist in that era. <br /><br />For instance, would the young married Hindu housemaid from the local village have an affair with her married Englishman Master, knowing full well that discovery of the affair would likely mean utter social ostracization and shame if not mortal punishment? Unlikely, but still maybe. However, would the same young Hindu housemaid, in the conservative society of India of that era carry on like a half naked Britney Spears in heat, partake in hot outdoor sex during daylight in open view where they might be discovered at any moment? That is not only bloody unlikely, that is a retarded plot line.<br /><br />Such idiocies combined with the poor acting, drove me to leave the cinema an hour into the movie, so i did not watch the second half of the movie. One could only hope the ending is of more intelligence than what i saw in the first half.",0
"A lot of Alistair MacLean's books have made it onto the big screen. Some of them (The Guns Of Navarone, Fear Is The Key, Where Eagles Dare) have been translated rather well; some (Breakheart Pass, Ice Station Zebra, The Secret Ways) have been passable enough; a few (River Of Death, Bear Island, The Way To Dusty Death) have been pretty rotten. Caravan To Vaccares is another movie based on one of MacLean's perennially popular bestsellers, but alas this is yet another that deserves adding to the ""rotten"" list. Peopled by uninteresting characters who get into uninteresting situations and escapades, Caravan To Vaccares is an absolute failure, both as a thriller and an entertainment. Its only semi-redeeming qualities are: a) that it is filmed on very attractive Provence locations, and: b) Charlotte Rampling looks utterly ravishing (with fully nude scenes to boot) as the main female character.<br /><br />Disillusioned American drifter Neil Bowman (David Birney) is travelling aimlessly through France when he meets British photographer Lila (Charlotte Rampling). They decide to accompany each other, and during their wanderings make the acquaintance of mysterious nobleman Duc De Croyter (Michel Lonsdale). The Duc persuades the pair to aid him in protecting and escorting Hungarian scientist Zuger (Michael Bryant), who is sought by various shady parties because of some information that he is carrying in his head. Kept secret from Bowman and Lila is the fact that Zuger has discovered a secret formula for using solar power as cheap, economical energy. The Hungarian needs desperately to get his formula to New York, but hired guns have been put on his trail to capture him  presumably so that he can be taken back to some ruthless criminal lord and tortured into revealing his priceless secret, which they can then sell on to the highest bidder. Bowman and Lila find themselves and their terrified fugitive on the run in the French countryside from their deadly adversaries.<br /><br />The film seems terribly cheap and amateurish, almost like an ultra low-budget independent film made by a non-professional cast and crew. Yet a fair sum of money was actually thrown at the film, and all those involved have, at various points in their careers, done much better work. Therefore, one has to assume that the film is bad simply because it has been written, acted and directed with a distinct lack of care and interest. The pacing is deadly slow, and the plot points become so laborious that the viewer has to put in too much unrewarded effort to keep up with the story. Birney's performance is uninvolving, and Rampling only creates a stir due to her nude scenes  the character itself is an absolute bore, and the actress looks rightly bored by it. For those who manage to stick with the film right to the very end, there is an unusual scene featuring some deadly rodeo clowns and a fierce bull (!) which, while not particularly exciting or well executed, is at least different to the norm. Caravan To Vaccares is a very disappointing film in most respects, and once more a strong novel by the prolific author has suffered during its transition onto the screen.",0
"By my ""Kool-Aid drinkers"" remark, I mean that these are such devoted fans of the man Pavarotti that they make no attempt to objectively rate this film. Giving this a 10 is akin to giving Wally Cox the award for Mr. Universe or putting a velvet Elvis painting in the Louvre!!! When this film debuted, I remember the savage reviews with headlines such as ""No, Giorgio"" and some said it was among the worst films ever made. This is definitely overstating it as well. While bad and far from a great work of art, there was a lot to like about the film and the movie's biggest deficit was not the acting of Pavarotti nor his girth.<br /><br />Believe it or not, the brunt of the blame rests solely on the shoulders of the writers (who, I believe, were chimps). It is rare to see a movie with such clichéd dialog or goofy scenes like the food fight, but even they aren't the heart of the problem. The problem is that the writers intend for the audience to care about a ""romance"" that consists of a horny married middle-aged man and a seemingly desperate lady. Perhaps European audiences might be more forgiving of this, but in the United States in 1982 or today, such a romance seems sleazy and selfish--especially when Pavarotti tells Harrold that he loves his wife and ""this is just fun"". Wow, talk about romantic dialog!! Sadly, if they had just changed the script a little bit and made Pavarotti a widower or perhaps had his wife be like the wife from a couple classic Hollywood films, such as from ALL THIS AND HEAVEN, TOO or THE SUSPECT (where the wife was so vile and unlikable you could forgive the husband having an affair or even killing her). Instead, she's the loving mother of two kids who waits patiently at home while her egotistical hubby beds tarts right and left--as Pavarotti admits to having had many affairs before meeting Harrold.<br /><br />Sadly, even the gorgeous music of Pavarotti couldn't save this film. Towards the end of the film, there are some amazing scenes in New York where the set is just incredible and Pavarotti's singing transcendent. For that reason, I think the movie at least deserves a 3. I really wanted to like the film more, but it was a truly bad film--though not quite as rotten as you might have heard.<br /><br />Sadly, from what I have read, this film might be a case of art imitating life, as Pavarotti's own life later had some parallels to this film, though this isn't exactly the forum to discuss this in detail.",0
"Alan (Anthony Steffen), an English multi-millionaire with a few screws loose (thanks to his first wife's infidelity and untimely death during childbirth), entices sexy, red-headed women to his castle, offering them bundles of cash to stay the weekend. Once back at his ancestral pile, he gets them nekkid, proceeds to flog them with a bull-whip, and then kills them.<br /><br />But when he meets blonde hottie Gladys (Marina Malfatti) and falls for her ample charms, he decides to give up his murderous ways and get married. Their wedded bliss is short-lived, however, thanks to Alan's iffy mental state, which becomes increasingly fragile when his dead wife Evelyn starts to appear outside his window and a spate of gruesome murders occur within the castle grounds.<br /><br />So let's recap: a groovy 70s Euro-horror with loads of tasty women in various states of undress; spooky Gothic retreats and misty graveyards; a sadistic rich psycho with a penchant for drop-dead gorgeous babes with cracking bods; several vicious murders (including a great bit where one victim has her head bashed in with a rock and her entrails eaten by foxes). Normally, a checklist like that would guarantee me a good timeso why did I find 'The Night Evelyn Came Out Of Her Grave' so dull? Well, for starters, the plot is way too convoluted: there are red herrings, crazy plot developments, and suspects galore, and it all becomes a bit too much. By the ridiculous endingin which we discover that, all along, several people have been plotting to get their greedy paws on Alan's wealth, and that our red-head killing nut-job is actually supposed to be the hero of the moviemy head was hurting too much to care! Secondly, Emilio Maraglia's direction is pretty torpid. Stylish, yes; but as slow as molasses at times.<br /><br />And then there's the bits that are just too damn silly, possibly even for a giallo: the death by poisonous snake bite (surely one of the most bizarre choices of weapon ever); Alan's Aunt Agatha, an old crippled relative who is played by a pretty young woman; the hiring of a group of identical curly headed blondes as maids; the poor attempt at convincing the audience that the film is set in England (mentioning 'pounds' and hiring a crap police uniform for one of the extras is not enough); and then, of course, there is the unlikelihood of finding a bag of sulphuric acid laying next to a swimming pool...<br /><br />'The Night Evelyn Came Out Of Her Grave' isn't a total waste of time (how could it be, with so much female flesh on show?), but there are much better giallo's out there. Watch this one if you're a fan of the genre and you've already seen the bestbut don't expect too much.",0
"Back in the 70's, when I had first seen this, I was in high school. It was cool then. Now as an adult I look back at it and I say to myself..yeah right. What was so funny? It has it's moments but they are few and far between. It is so dated that the jokes no longer stand up. Show this to a younger crowd and they will be totally lost. If you like this type of humor you may want to stick with Kentucky Fried Movie or Amazon Women From The Moon. Tunnel Vision as well as Groove tube are too dated for today's viewing.",0
"What a shame that some good talent was wasted. This is a tedious and overly self-conscious movie, that could tell its story in half the time. Is that Derek Jacobi under that beard doing two roles? Gosh, who would have guessed.<br /><br />The emotional payoff a the end was weak and unsatisfying. Certainly not worth enduring the padded length of the movie for. I felt quite let down.<br /><br />The sound was dreadful. First, they used stock music. Second, it was so loud during some of the dialog, that the words were hard to make out. Only three sound crew, and a trainee? There were more people listed in the credits for either the accounting or the legal.<br /><br />Some of the camera work was quite good though, and the actors did a good job with a mediocre script.<br /><br />Not a good use of viewing time, at least for me.",0
"Unfortunately, I went to this movie for entertainment purposes based on the limited information I had seen on Fandango. Since I am a sci-fi buff the notion of a movie about UFOs interested me.<br /><br />Instead, this movie quickly revealed itself as an evangelical Christian propaganda flick. Appropriate for an audience of like-minded individuals but very un-Christian like to exploit the movie mall scene and preach to an unsuspecting audience, especially considering the costs of tickets and concessions. Shame on you! At least the Da Vinci Code did not hold back its wild-eyed craziness.<br /><br />So, this B-grade movie (and I am being kind) production will be appreciated in those churches with similar beliefs, probably shown to Wednesday and Sunday evening youth groups. But if you are a mainline Christian or non-Christian you will not be comfortable.",0
"""The Hazing"" is one of them films I always wanted to see solely based on the illustrated cover image here on IMDb. Yes, that's how shallow I am! I don't care if ten million people call it a crap movie, the poster looks awesome so I guess I'll just have to see it  Now, ""The Hazing"" can somewhat be described like its alternate title: curious! The poster and title make it sound like a genuine horror movie set on campus and dealing with sinister initiation rites, but this movie is actually more of a crossbreed between comedy and thriller. First of all, there's something very wrong with the tagline on the old VHS box I watched. It says: He had good grades, a good girl and good buddies  until they put him through the Hazing"". That's not the case, actually. Protagonist Gilbert Lewis is finally accepted by an acclaimed campus through an athletics scholarship. It takes over half the movie before we even hear about his girlfriend back home and the only ""buddy"" he has is a very nerdy Charles Martin Smith (still with hair in this film). Both of them are approached to become members of the prestigious ""Delts"" fraternity, but during their hazing exam  in which they have to descend a mountain dressed in their tidy white undies  Barney falls off a cliff and breaks his leg. When Lewis returns with the other frat boys, Barney froze to death already. Together they intended to keep the body frozen for five days and then claim he never returned from a weekend ski-trip. With Barney's body hidden in the cafeteria freezer, Lewis has to cover for him so that Barney's absence doesn't look suspicious. The set-up of ""The Hazing"" is quite original and potentially innovative, but the problem here is that the execution could easily have been a lot better. The tone is too steady and too serious for a comedy movie, even a black one, but on the other hand there aren't any proper attempts to build up suspense or thrills, neither. The soundtrack is cheerful and full of light-headed tunes, but that's nearly not enough to make this film a comedy. Around an hour into the film, the plot also runs out of steam and idea, and the makers have no better alternative to fill up the emptiness with romantic compilations of Lewis and his outer town girlfriend biking through the countryside. I didn't like the final twist, because it's quite implausible and because it has been done numerous times before and after (though admittedly after). ""The Hazing"" is not a complete waste of time, but still I'm glad I found an ex-rental tape at a friend's house instead of having to spend any money on the recently released DVD.",0
"Olivier Assayas' film stars Asia Argento as a woman who had a relationship with Michael Madsen. Madsen is a business man who's in financial trouble. In desperation he is going to sell his share of a business to a company called Golden Eagle, a company from the Far East. As Madsen begins his moves away from his company Asia Argento returns to his life. The pair had a torrid love affair that included her doing business favors for Madsen (with said Golden Eagle). Once Argento enters the film the film follows her as we see the tangled web she's woven and how the complications spin dangerously and violently out of control.<br /><br />I'm not a fan. Actually I was quite bored as the film seems to go from pillar to post for much of the first hour during which I kept wondering what the point was other than to provide a meaty role for Argento. Argento, daughter of director Dario Argento and a director in her own right, is a unique actress. At times stunningly good, she is more often then not going to give you a quirky off beat portrayal of a damaged human being. Sometimes it works and sometimes it doesn't. I don't think it completely works here mostly because the script is too ""complicated"" to support it. I didn't care what was going on so her wounded girl just rubbed me the wrong way(she seemed more nut job than anything else). I'm not blaming the actors but writer/director Assayas who has once again constructed a complicated tale with the sort of parts actors love to tackle, but which leave audiences scratching their heads because they they don't really work. <br /><br />If you must try it on cable",0
"Ordinarily, I wouldn't waste the time on reviewing a film like ""Human Pork Chop"" (the 2001 version, not to be confused with the earlier film of the same title, which is probably better known in the West as ""The Untold Story""), but since the reviews already here are quite vague as to what it actually consists of, I figured I'd best post something more detailed, so as no one actually gets tempted (as I was) into buying it because of the film's mystique. I honestly would just say STAY AWAY.<br /><br />**** MAJOR SPOILERS are contained below ****<br /><br />""Human Pork Chop"", I was expecting to be like a Chinese interpretation of the popular Japanese ""Guinea Pig"" films. Anyone who's watched enough of that series can see where its makers are coming from. There's a strong sense of humour running throughout it - you can't watch the ludicrous ""He Never Dies"" without laughing and ""The Making of Guinea Pig"" is a fabulous turning of the whole thing on its head, proving it was just made, with some glee, by fairly good natured gorehounds. All the GP films have a punk rock, DIY, shot-on-video aesthetic, occasional flashes of genuine artistry (""Mermaid in a Manhole""), an angry political agenda and a warped, deranged zeal that sets them in a league of their own.<br /><br />""Human Pork Chop"" has none of the above.<br /><br />It's shot on 35mm film (with disarmingly good production values), it's 90 gruelling minutes long and it's utterly devoid of anything redeeming. The plot tells, in flashback at a police interviewing of the suspects, of the systematic torture, death and eventual dismemberment of Grace, a heroin-addicted streetwalker who is kidnapped and brutalised by her pimp and his henchmen when she steals money from him.<br /><br />Despite its fleeting attempts at being a morality play, the film possesses a detached, inhumane feel to it and one can't help but dwell on the mindsets of those behind it. Although it half-heartedly paints Grace as an innocent victim, the mean-spirited nature of its screenplay and the protagonist's constant, vicious dialogue veers towards a shocking, utterly unwelcome ""she deserves it!"" point of view which makes the whole thing almost impossible to watch. Far more time is spent detailing Grace's degradation and when her captors are eventually deemed guilty and jailed, it seems like a hurried afterthought on behalf of the writers who've long since stopped caring less.<br /><br />What makes it boggling as to why anyone would want to watch such a film is that even the kind of people who do REALLY get off on mindless sex and violence in the movies would be severely missing out. The torture is just a continuous stream of kickings, slappings, verbal abuse, psychological abuse and then increasingly bizarre displays of power on behalf of the captors use Grace's heroin addiction to make her do their bidding. And when I say that, don't get me wrong, incidentally. Unlike ""Guinea Pig"" with it's frequent barrage of nudity that gives an almost teenage feel of mock-titillation to the proceedings in spite of the ultraviolence, ""Human Pork Chop"" has no such sexual overtones. There isn't any actual nudity in the film and the violence is performed purely out of malice by the odious protagonists (who early in the film are seen stuffing a dog into a bag and banging it against a brick wall - don't worry, not real, just a cheap special effect!).<br /><br />The only actual bloodshed in the film is towards the end when they dismember Grace's body and boil the bones, all very poor special FX (nowhere near ""Guinea Pig"" level) and, by that stage, you'll probably be already feeling too miserable and sick to even care what's going on.<br /><br />The film is depressingly bleak and uncompromising along a similar line to Buddy Giovinazzo's ""Combat Shock"" and I guess could even be compared, at a push. Both movies deal with the gradual physical decline of an individual who exists in a nightmarish environment devoid of any social or morally redeemable characters and both movies 'climax' in a particularly visceral manner with the individual's inevitable, inescapable doom.<br /><br />In fairness, neither 'glamourises' it's violence (whereas ""Guinea Pig"" could easily be accused of this) but one can't help but wonder where the place is for a film like this. It fails to many any real points in its frank presentation of such brutality and with a leaden-pace, a virtually non-existent plot line and the aforementioned lack of any entertainment value, I just can't understand what would encourage anyone to watch something like this. I only made it to the end, purely for the purpose of being able to review it fairly... which I hope I've now done.<br /><br />Overall Score: 0 of of 10. Welcome to the bottom of the barrel.",0
"This is one of the worst films I've seen. The only positive thing I can say is it was so bad that is seemed comical. First off, there's no plot. The actors appear to be reading off cue cards and do the dumbest things. Such as being chased by dead people but yet wanting to go out and look for their friends. Also the zombies were terrible, no where near as fun as any of Romero's work, who gets s plug in the movie. And the dumbest part of all was they kept showing flashes of the video game in the action sequences. Like we don't get the video game is about shooting zombies. Also, all the 20 somethings some how know how to use automatic weapons and hit a target without even aiming the gun. And the way the people die is so stupid. It's like they run out of ammo so stand around waiting to be jumped on. And when cornered in front of the house they run out of ammo instead of shooting the door open, So dumb.<br /><br />FINAL VERDICT: If any of these actors appear in another film, then they've been blessed with a second chance. Definitely the worst film I've seen in years. A B-movie on cinemax is better.",0
"Wow. That's about as much as I can say right now. Who writes this stuff? Who produces this stuff? What self-respecting actor would agree to 'act' in this stuff? Oh my GOD! I don't know how I made it through this movie, but I assume the fact that I had had like 8 cups of coffee that day was the key element in keeping me awake. Good Lord! It was one of the most droned-out and predictable pieces of cinematography I have ever witnessed...and for the record, I don't EVER plan to 'witness' it again.<br /><br />I first saw the film when I bought the DVD (MISTAKE #1). I mean...I figured, hey! Julia Stiles. I like her. She's cool. I'll watch it as soon as I get home (MISTAKE #2). I tried to watch it without groaning every five minutes wondering when this bunch of crap would come to an end, really I did. But I was unsuccessful. It was one of the worst things I had ever seen. I mean...what is with that thing where he imagines what would happen then snaps back into real life? That was annoying enough when the father used to do that in 'Parenthood' like ten years ago. The 'jokes' - and BELIEVE me, it takes a LOT out of me to call them that - are stupid, the characters are trite and forgettable, the storyline is entirely predictable...altogether this makes for a movie that should be WIPED FROM HISTORY RECORDS! I should have figured something was wrong when I realized that I'd never heard of this movie. It was most likely a straight-to-DVD.<br /><br />To anybody who may be thinking of watching this, I have one piece of advice. DON'T! For the LOVE of God...DON'T!!! I'm ashamed to have it in my DVD collection, and I can't get rid of it...Nobody, and I mean NOBODY wants to buy it from me! And I'm talking second-hand and third-hand thrift shops that would buy the mud off your shoes and stick it in the store window. That should let you know just how CRAP it is.",0
"but Thomas Ian Griffith just doesn't have the polish that a big bucks actor has, granted this was made 5+ years ago. Some of the humorous lines could have been timed to make this not only action, but comedy. And how do you get KC out of Katia Koslovska anyhow? Plummer's character was so corny, he would have fit better in a Bullwinkle toon. Personally, if action flicks are going to show skin -- I'd have liked to have seen equal time between female/male, otherwise don't show any.",0
What can I say about Seven Pounds...well I watched on a flight from Seattle to Tokyo and as that flight was long and boring the movie definitely didn't help. Will Smith's character Ben Thomas is almost completely unlikable even with his redemption in the end. The movie's two hour plus run time wastes most of the screen time with random garbage that just strings the plot along as slow as possible. In the movies defense Rosario Dawson's character adds a little life to the film although not much. I don't understand how anyone could actually cry during this film when all I wanted to do was turn it off. Also Will Smith kills himself with a jellyfish at the ended proving that killing yourself with a jellyfish is the stupidest way to die.,0
"In case you're wondering the buffoonish Loren C*****n of (Cryptozoology Inafame) is a living idiot and any information he's provided is to be tossed out with the trash. The guy simply is a news paper clipper.<br /><br />As for the story line it was was a predictable train wreck, the actors were mechanical, the lighting was awful, and the props/clothing was cheap.<br /><br />Bobcat Goldwait should have starred over the clowns in this film. I was physically ill after seeing ten minutes of it.<br /><br />There are insane/retarded monkeys still in charge of films I see.<br /><br />Dan",0
"I just finished watching this horribly depressing drama and realized that, in light of recent dramas such as these, the only ones who could be considered abnormal are those who are least aware that life is nothing more than tragic. I would suggest how nauseatingly defeatist and counter-productive this conclusion is, even if relationships and outlooks like those presented in this movie are grounded in fact to some degree. But, instead, I realized that these films have made the very determination of the great ""tragedy"" trivial when the same boring situations, the same suffocating dysfunctional families and friendships continue to play out just have they been over and over again in some sort of attempt to knock out previous distortions of family life (much of it existing in the 1950s and earlier with personality and character aberrations being made ever so subtle), supplanting it instead with the ""reality"" of how things actually are. That in fact, what we are watching is no longer the dysfunctional, but in fact, a normal existence and set of circumstances that has actually existed all along, but of which we may have been previously been unaware and thus, have ignored or at least denied.<br /><br />Only problem is, that too many films have been trying to make this point. And by doing so in nearly identical form. When I had read the synopsis for the film, I immediately thought of 'Ice Storm.' While watching the depressing lifelessness of the Travis family, which seemed to endure repeated emotional berating, I immediately recalled 'American Beauty.' And, in some regards, the interactions between the parents and the middle child, Tim, I drew similarities from 'Igby Goes Down.' 'Imaginary Heroes' may be a novel experience, maybe a refreshing one deemed so for an honest portrayal of character that, as said before, is often not permitted to exist in the films of family (which is idiotic to think anyways, considering we were already seeing these kinds of relationships displayed in films like 'Ordinary People' as early as 1980 and which go back even further than that). But, to the well-versed viewer, these films may offer nothing new. They have in fact, become a rather tired testimony of too many filmmakers who may try to out-do the other with the amount of trauma and apathy they can pack into one family (and here, it extends to neighbors and friends). In fact, 'Imaginary Heroes,' the latest in this genre (I do think there have been enough films to accurately declare it a 'genre'), crams so many disasters and surprises into one family, that they would make prize finds for a daytime talk show host. It is the story of a family who is tested by the suicide of the eldest son, a talented and decorated swimmer who hated the sport with a passion. The youngest son knew this, the father was in a daze and blinded by the push for competitiveness in his all-star son. And it's not clear that the mother and sister had much of a relationship with the young man.<br /><br />Granted, it is no less entertaining (to some extent, for those who find this material exhaustively depressing after a while), and the performances are quite good, especially by Sigourney Weaver and Jeff Daniels. But, I sure hope that filmmakers in the future wishing to add to the commentary of struggling familial relationships (which coincidentally or not always seem to be upper-middle class white suburban families) intend to offer something new by way of material and insight. I should see no distinction (and consequently, no purpose) otherwise.",0
"After a humiliating experience on an airplane, Nashawn Wade (Kevin Hart) sues the airline and uses the money he wins to start up his own full-service airline. What makes his different is that it has sexy stewardesses, an on board dance club and no less than Captain Snoop Dogg in the cockpit.<br /><br />Soul Plane is a very racist comedy except it is only occasionally funny. Soul Plane has been described as an ""urban"" version of Airplane. The problem is that Soul Plane doesn't even come close to achieving the laughs of Airplane. The jokes in Soul Pane are too offensive and they are mostly unoriginal. I would be lying if I said I didn't laugh since there were some funny moments. However, I was expecting more and I left the theater disappointed.<br /><br />I would compare Soul Plane to Airplane 2. The latter was just a rehash of the first film while the former is just a rehash of outdated, crude jokes. There is really no creativity behind the movie and there are only a few fun spots. However, I don't think Soul Plane is ""bottom 100"" bad. Right now, the movie is ranked at number 82 and that's a little harsh. I'm not saying this is a good movie but it isn't a terrible on either. The running time is only 86 minutes long so it isn't too much of a pain to watch. For stupid comedies, you can do a lot worse.<br /><br />No one in the cast is very good but they all seem to be having fun and this helps. Kevin Hart was very annoying as Nashawn. He had a few funny lines but he is a very poor leading man. Snoop Dogg, who was mildly funny in Starsky and Hutch, completely flunks here. Tom Arnold was actually tolerable and that was the film's biggest surprise. The most annoying person in the movie was Ryan Pinkston. He was not funny at all and he will never be funny. The funniest cast members were Missi Pyle and Mo'Nique. They gave the best lines and they made me laugh the most. In the end, Soul Plane may fit the bill if you're looking for a stupid comedy but it would probably be better if you just skip the film. Rating 4/10",0
"The head of a common New York family, Jane Gail (as Mary Barton), works with her younger sister Ethel Grandin (as Loma Barton) at ""Smyrner's Candy Store"". After Ms. Grandin is abducted by dealers in the buying and selling of women as prostituted slaves, Ms. Gail and her policeman boyfriend Matt Moore (as Larry Burke) must rescue the virtue-threatened young woman.<br /><br />""Traffic in Souls"" has a reputation that is difficult to support - it isn't remarkably well done, and it doesn't show anything very unique in having a young woman's ""virtue"" threatened by sex traders. Perhaps, it can be supported as a film which dealt with the topic in a greater than customary length (claimed to have been ten reels, originally). The New York City location scenes are the main attraction, after all these years. The panning of the prisoners behind bars is memorable, because nothing else seems able to make the cameras move. <br /><br />**** Traffic in Souls (11/24/13) George Loane Tucker ~ Jane Gail, Matt Moore, Ethel Grandin",0
"This film proves that the ""commercial"" cinema ,or else,the Hollywood movies are in a serious crisis.There is absolutely no reason that this movie should have been produced apart from the fact that somebody expected success based on Shaquille's name.There is no worth referring to the plot :it is a bit more perplexed than a knot.What else?The screen is somewhat dim,O'Neal is a bad actor but Francis Capra is even worse.<br /><br />Rating: 1 / 10.",0
"This is the first film I've watched from the Italian Ed Wood, Demofilo Fidani aka Miles Deem. The above title was superfluously added later on since there exists another similarly titled 1961 movie starring Richard Basehart which was Hammer Films' Michael Carreras' one and only stab at the Western; the genuine Italian title was originally translated as HIS NAME WAS SAM WALBASH, BUT THEY CALLED HIM AMENalthough it was actually WALLACH in the Italian variant which, of course, implies a tribute of sorts to Hollywood actor Eli! <br /><br />While certainly not unwatchably bad, instances of clumsiness and ineptitude abound so that I was often cracking up into howls of laughter: a horrid number by a would-be irresistible French chanteuse; a totally irrelevant bar-room brawl; actors doing somersaults when being shot; an aged villager doing an impromptu dance routine; ineffective use (indeed abuse) of slow-motion; and, easily the most preposterous, seeing Gordon Mitchell and Lincoln Tate play two gunfighters (sporting the actors' own names!) hired by the villain to kill off the title character and then never having them appear in the rest of the film at all!! <br /><br />Lead actor Robert Woods is just that even down to ineffectively whispering the Amens over the bodies of his victims. Supporting actress Simonella Vitelli (actually, the director's own daughter!) as the villain's broad is quite a looker but, unfortunately, she doesn't get to do much in the film  despite having a change of heart towards the end. The main musical theme is actually pretty good but, again, the title song is, in itself, quite lousy.",0
"Hitting the ground running, the film begins with THREE murders in a row. No plot, no characters, no motivation; the second murder happens off screen, and that victim's severed head is actually used to quite efficiently bludgeon the third victim to death! This is a high point. But the Lewises are obviously smart enough to lead with strength; soon they're covering up botched dialogue scenes with detective voice-over and shooting endless snappy repartee in ugly wide shot. By now this Betacam production's horror atmosphere is rapidly giving way to an insurance infomercial vibe, with the monumental (and rather endearing) plainness of the leads skewing things further in that direction. Shlub cop investigates, meat cleaver guy slaughters, repeat, climaxing early with a memorable severed-finger-in-the-salad gag. Only, how the hell did the fingers get in the salad? And wasn't the Blood Cult's purpose to collect the appendages they severed? When the GORE stops making sense, you know you're in trouble. And without spoiling the big, nonsensical twist ending, just take my word for it: the fascinating incompetence of the first scenes gives way to a deep cathode-tube-smashing impulse. The basic reaction is to try to put it behind you and get on with your life.",0
"I guess that ""Gunslinger"" wasn't quite as god-awful as most of the movies that ""Mystery Science Theater 3000"" shows, but westerns just aren't Roger Corman's forte. Portraying Rose Hood (Beverly Garland) becoming sheriff in an Old West town after her sheriff husband gets murdered and having to fight off baddies, the movie is pretty predictable. John Ireland is Rose's new hubby, secretly working for unctuous Allison Hayes (yes, the 50-foot woman). Also appearing briefly is frequent Corman co-star Dick Miller as a mailman (Miller nowadays stars in Joe Dante's movies).<br /><br />I do wish to assert that you'll probably want to watch the ""MST3K"" version to really enjoy this movie. They had a great time with it.",0
"My guess is that the producers of this low-budget space/horror film wanted a serious movie but the director had his heart set on a parody. So...this is what we get. Set in an abandoned spaceship 1000 years in the future and peopled with characters and props right out of the 90's. The set is some industrial complex, maybe an oil tanker, whatever. They use is AS IS so the controls consist racks of old TV equipment. One location is obviously the employees lunchroom and sports an old TV and VCR as well as a water cooler with plastic demijohn. Tiny Lister and Coolio get the best lines, arguing throughout the story. The dialog is packed with terms that are pretty dated even now (""A-OK, Daddy-O"") but then maybe the 30th century is very retro? When the captain declares the ships cargo is a load of coffins from ""The Transylvania Station"" you know this is all a put-on. Its a bit of Alien, part JasonX, shameless rip-off of all the best sci-fi and horror titles. At one point Casper VanDien even tells his pilot to ""make it so"" with a straight face. This film would have been better if they had just let everyone run with the satire but they keep attempting to make the story serious....maybe the backers were on the set that day. Anyway, not a bad boredom killer if you aren't too picky. FX are as good as the sets are bad.",0
"This could be looked at in many different ways. This movie sucks, its good or its just plain weird. The third one probably explains this movie best. It has strange themes and just has a strange plot. So who else but Christopher Walken would play in this no matter how bad, average or even how good it might be.<br /><br />The acting was what you would expect especially out of Ben Stiller. Jack Black I have always liked so you know what you will get out of him but this is not bad. Christopher Walken is always off the wall. He is always enjoyable to watch no matter how bad the movie is. Comedy wise it is somewhat funny. This of course meaning that it does have its moments (though very few) but can get a little over top here and there which makes me feel like the movie is just desperate for laughs but of course not in a good way.<br /><br />The directing was average as well. Barry Levinson is a slightly overrated director and really did not do a good job here. This movie seemed that it had a lot more potential and he did not do much to reach it. Just very average and did not seem like a lot of effort was put into making this film.<br /><br />The writing is the key to a good comedy. Obviously that means the writing here failed. At best it is below average. Considering it does have its moments it was not too horrible. That is never a good thing to say about a movie though. <br /><br />If not for Christopher Walken and it stupid ridiculous ending I would have given it a lower rating. He is always quite a character in his movies. Stil this is just a whacked out strange movie with strange characters that really don't go anywhere. Not completely horrible but I would not really recommend it though because it is a very forgettable movie.",0
"Absolutely unwatchable, lowest quality film making. This film makes ""Show Girls"" look good. The acting is insufferable. The cinematography gives a bad name to amateurism. No wonder it went right to video and bypassed the theaters. This film wasn't released...it escaped.",0
